ApplicationType_Limit raise,ApplicationType_New credit,LoanGoal_Car,LoanGoal_Caravan / Camper,LoanGoal_Existing loan takeover,LoanGoal_Extra spending limit,LoanGoal_Home improvement,LoanGoal_Motorcycle,LoanGoal_Not speficied,LoanGoal_Other see explanation,LoanGoal_Remaining debt home,LoanGoal_Unknown,LoanGoal_other,RequestedAmount,CreditScore,timesincefirstcase,duration,FirstWithdrawalAmount,MonthlyCost,NumberOfTerms,OfferedAmount,open_cases,month,weekday,hour,treatment
1,0,0,0,0,0,1,0,0,0,0,0,0,42000.0,899.0,1.1334299537037038,26.970160127314816,8304.0,500.0,102.0,42000.0,1285,1,3,7,1
1,0,0,0,0,0,1,0,0,0,0,0,0,15000.0,899.0,1.136077337962963,13.03960332175926,2500.0,150.0,127.0,15000.0,129,1,0,9,0
1,0,0,0,0,0,0,0,0,1,0,0,0,20000.0,662.0,1.139245462962963,12.795189155092592,3000.0,400.0,56.0,20000.0,791,1,2,12,1
1,0,1,0,0,0,0,0,0,0,0,0,0,15000.0,899.0,1.143945023148148,9.069732349537038,4500.0,200.0,89.0,15000.0,525,1,4,13,1
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,860.0,1.1688288425925926,19.71681975694445,5185.0,110.7,120.0,10000.0,1015,1,0,13,1
0,1,0,0,0,0,1,0,0,0,0,0,0,40000.0,938.0,1.1755484027777778,19.960460138888887,8304.0,400.0,126.0,40000.0,1095,1,4,12,0
0,1,1,0,0,0,0,0,0,0,0,0,0,11000.0,899.0,1.2070760069444444,57.67514649305556,11000.0,248.87,50.0,11000.0,130,1,0,9,0
0,1,0,0,0,0,0,0,0,1,0,0,0,40000.0,899.0,1.2142163541666666,30.66724761574074,8304.0,400.0,126.0,40000.0,1493,2,1,7,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,899.0,1.218189050925926,12.817215289351852,500.0,250.0,82.0,17500.0,818,1,3,9,0
0,1,0,0,0,0,1,0,0,0,0,0,0,40000.0,796.0,1.2211814004629629,11.96347917824074,40000.0,418.37,120.0,40000.0,668,1,0,12,1
1,0,1,0,0,0,0,0,0,0,0,0,0,15000.0,899.0,1.239469837962963,9.019492060185184,8304.0,200.0,89.0,15000.0,506,1,4,10,0
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,899.0,1.2686953472222222,34.62104800925926,8304.0,200.0,89.0,15000.0,380,1,2,16,0
0,1,0,0,1,0,0,0,0,0,0,0,0,8000.0,899.0,1.2721022916666669,57.610055590277774,5140.0,357.06,24.0,8000.0,188,1,0,17,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,1011.0,1.2759889930555557,10.730739039351851,5500.0,124.2,51.0,5500.0,787,1,2,8,1
0,1,0,0,0,0,1,0,0,0,0,0,0,7500.0,976.0,1.2885708912037035,19.65670270833333,7500.0,85.89,120.0,7500.0,819,1,3,10,1
0,1,1,0,0,0,0,0,0,0,0,0,0,13000.0,659.0,1.2962074421296297,9.724009699074074,13500.0,149.44,120.0,13500.0,645,1,0,9,1
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,899.0,1.3177210185185184,32.56383126157407,8304.0,500.0,32.0,15000.0,171,1,0,14,0
0,1,0,0,0,0,1,0,0,0,0,0,0,27000.0,804.0,1.3647811574074074,12.883084085648148,50000.0,500.0,126.0,50000.0,817,1,3,8,1
0,1,0,0,1,0,0,0,0,0,0,0,0,25000.0,808.0,1.386736273148148,16.669064259259258,5000.0,250.0,126.0,25000.0,313,1,1,19,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,1090.0,1.4027157754629629,11.80039087962963,5000.0,153.68,36.0,5000.0,817,1,3,13,1
0,1,1,0,0,0,0,0,0,0,0,0,0,17000.0,899.0,1.4275233796296296,57.45475951388889,17000.0,255.61,78.0,17000.0,495,1,4,8,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,899.0,1.436983032407407,57.445260902777775,8304.0,283.0,60.0,15000.0,153,1,0,12,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899.0,1.4611322337962962,33.74025846064815,5000.0,153.68,36.0,5000.0,1003,1,0,10,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899.0,1.496455613425926,57.38595048611111,5000.0,74.71,84.0,5000.0,269,1,1,14,0
0,1,1,0,0,0,0,0,0,0,0,0,0,8500.0,894.0,1.520941550925926,12.747032534722225,8500.0,167.07,60.0,8500.0,791,1,2,12,1
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,955.0,1.7228196412037038,12.315986423611111,8304.0,300.0,56.0,15000.0,146,1,0,11,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899.0,1.9246050925925928,79.36834873842592,8304.0,120.0,134.0,12000.0,816,1,3,8,1
0,1,0,0,0,0,0,0,0,0,0,0,1,7500.0,899.0,1.938109930555556,33.95174037037037,8304.0,150.0,58.0,7500.0,332,1,2,8,0
0,1,0,0,0,0,0,0,0,1,0,0,0,20000.0,972.0,1.9508861342592592,15.21488871527778,8304.0,250.0,126.0,25000.0,148,1,0,11,0
0,1,0,0,1,0,0,0,0,0,0,0,0,12500.0,899.0,1.9691695486111112,9.07898017361111,3500.0,330.34,42.0,12500.0,657,1,0,10,1
0,1,0,0,0,0,1,0,0,0,0,0,0,24000.0,899.0,2.004315196759259,56.878218796296295,22000.0,415.01,60.0,22000.0,178,1,0,15,0
0,1,1,0,0,0,0,0,0,0,0,0,0,6750.0,1108.0,2.005259456018518,10.226957962962963,8304.0,136.0,58.0,6800.0,146,1,0,11,0
0,1,0,0,1,0,0,0,0,0,0,0,0,8300.0,1063.0,2.005373287037037,10.230409953703704,8304.0,168.0,57.0,8300.0,793,1,2,10,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899.0,2.0191115277777776,36.90484611111111,5000.0,98.28,60.0,5000.0,789,1,2,11,1
0,1,0,0,0,0,1,0,0,0,0,0,0,8000.0,1004.0,2.032759641203704,12.170397175925926,8000.0,125.0,77.0,8000.0,790,1,2,12,1
0,1,1,0,0,0,0,0,0,0,0,0,0,6000.0,899.0,2.047123587962963,8.939643645833334,7500.0,175.0,127.0,17500.0,187,1,0,16,0
0,1,0,0,0,0,0,0,1,0,0,0,0,9000.0,873.0,2.0991846527777778,10.113834421296296,3000.0,200.0,51.0,9000.0,787,1,2,8,1
0,1,0,0,0,0,1,0,0,0,0,0,0,22000.0,899.0,2.117575358796296,80.76390641203703,8304.0,247.52,80.0,0.0,177,1,0,15,0
0,1,0,0,0,0,0,0,0,1,0,0,0,10500.0,956.0,2.1219856944444446,18.80569898148148,10445.35,169.1,84.0,11600.0,681,1,0,14,1
0,1,0,0,0,0,1,0,0,0,0,0,0,35000.0,899.0,2.174044004629629,8.80855855324074,35000.0,366.08,120.0,35000.0,176,1,0,15,0
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,1016.0,2.197669236111111,9.973156689814816,10000.0,198.75,58.0,10000.0,790,1,2,11,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,1078.0,2.2389241782407407,21.973125347222226,8304.0,250.0,22.0,5000.0,856,1,4,13,1
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,899.0,2.2632921296296296,32.61804902777778,25000.0,261.48,120.0,25000.0,290,1,1,16,0
0,1,0,0,1,0,0,0,0,0,0,0,0,11000.0,853.0,2.2903906944444445,18.641031921296296,8805.0,212.33,60.0,11000.0,1098,1,2,14,1
0,1,0,1,0,0,0,0,0,0,0,0,0,15000.0,1034.0,2.3074091435185187,10.894252847222225,15000.0,282.96,60.0,15000.0,824,1,3,14,1
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,899.0,2.3315858564814813,15.633032233796296,8304.0,150.0,127.0,15000.0,1046,1,1,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,831.0,2.3699953819444444,31.936607060185185,10000.0,108.81,120.0,10000.0,1559,2,3,8,1
0,1,1,0,0,0,0,0,0,0,0,0,0,13500.0,899.0,2.3743209953703706,56.5084656712963,13000.0,274.91,54.0,13000.0,207,1,0,19,0
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,787.0,2.392283368055556,10.484035798611112,5000.0,57.26,120.0,5000.0,303,1,1,18,0
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,899.0,2.39493800925926,31.486412627314813,8304.0,150.0,37.0,5000.0,495,1,4,9,0
0,1,0,0,0,0,0,0,1,0,0,0,0,5000.0,793.0,2.3970032175925926,8.70409263888889,6368.0,326.98,51.0,15000.0,505,1,4,9,1
0,1,1,0,0,0,0,0,0,0,0,0,0,12000.0,756.0,2.400179016203704,59.8023821875,12000.0,247.64,55.0,12000.0,1652,2,0,11,1
0,1,1,0,0,0,0,0,0,0,0,0,0,25000.0,956.0,2.4009583449074072,14.472763888888888,25000.0,468.32,60.0,25000.0,853,1,4,12,1
0,1,1,0,0,0,0,0,0,0,0,0,0,10750.0,682.0,2.407916539351852,11.699707905092591,4088.0,172.71,75.0,10800.0,790,1,2,12,1
0,1,0,0,0,0,1,0,0,0,0,0,0,50000.0,899.0,2.4273949189814816,18.52579537037037,8304.0,500.0,126.0,50000.0,788,1,2,9,1
0,1,1,0,0,0,0,0,0,0,0,0,0,33800.0,899.0,2.4305392824074072,9.759536412037036,8304.0,633.0,60.0,33800.0,748,1,1,15,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5500.0,886.0,2.4450203356481484,10.76304170138889,5500.0,245.48,24.0,5500.0,815,1,3,11,1
0,1,0,0,1,0,0,0,0,0,0,0,0,27400.0,827.0,2.447835347222222,56.68796564814815,414.0,350.46,96.0,28000.0,820,1,3,15,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899.0,2.4720550578703704,56.41091265046296,5000.0,149.93,37.0,5000.0,197,1,0,18,0
0,1,0,0,0,0,0,0,0,1,0,0,0,12000.0,889.0,2.479873310185185,15.604232094907408,12000.0,231.64,60.0,12000.0,789,1,2,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,899.0,2.480667604166667,56.402253414351854,10000.0,121.77,120.0,11000.0,495,1,4,8,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899.0,2.508577395833333,2.839862268518518,5000.0,181.46,30.0,5000.0,204,1,0,19,0
0,1,0,0,0,0,0,0,0,1,0,0,0,50000.0,899.0,2.608768703703704,24.69088770833333,50000.0,500.0,126.0,50000.0,1092,1,2,12,1
0,1,0,0,0,0,1,0,0,0,0,0,0,50000.0,899.0,2.729730555555556,9.295454293981482,8304.0,500.0,126.0,50000.0,254,1,1,12,0
0,1,0,0,1,0,0,0,0,0,0,0,0,50000.0,899.0,2.757239699074074,18.50169111111111,23837.0,522.97,120.0,50000.0,1044,1,1,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,899.0,2.877465011574074,25.310859282407407,7000.0,137.59,60.0,7000.0,209,1,0,19,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,943.0,2.8822339930555554,49.35645763888889,5000.0,119.02,48.0,5000.0,110,1,0,7,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,806.0,2.902841087962963,21.31960476851852,1500.0,100.0,58.0,5000.0,1047,1,1,13,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1063.0,2.928540949074074,18.02641638888889,170.0,398.1,18.0,6800.0,637,1,0,8,1
0,1,1,0,0,0,0,0,0,0,0,0,0,24000.0,953.0,2.933381724537037,14.982366875,14871.0,468.32,60.0,25000.0,822,1,3,14,1
0,1,1,0,0,0,0,0,0,0,0,0,0,9000.0,899.0,2.9426912962962963,55.94041773148148,8304.0,247.52,80.0,0.0,233,1,1,8,0
1,0,0,1,0,0,0,0,0,0,0,0,0,25000.0,899.0,2.947841689814815,22.150509108796296,4000.0,250.0,126.0,25000.0,1197,1,0,12,0
0,1,0,0,1,0,0,0,0,0,0,0,0,8000.0,899.0,2.9488250810185184,7.201764606481482,1000.0,60.0,138.0,6000.0,293,1,1,16,0
0,1,0,0,0,0,0,0,0,1,0,0,0,6000.0,871.0,2.950741134259259,7.079366493055556,590.0,200.0,33.0,6000.0,495,1,4,8,0
1,0,1,0,0,0,0,0,0,0,0,0,0,20000.0,899.0,2.95078462962963,7.221204606481481,10000.0,375.0,60.0,20000.0,650,1,0,9,0
1,0,0,0,0,0,1,0,0,0,0,0,0,10000.0,904.0,2.9574348842592597,10.997854826388888,8304.0,200.0,57.0,10000.0,791,1,2,10,1
0,1,0,0,0,0,0,0,0,0,1,0,0,11000.0,899.0,2.958485578703704,55.92473248842592,11000.0,119.69,120.0,11000.0,1311,1,4,10,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899.0,2.9623996527777776,55.92081167824074,5000.0,84.5,72.0,5000.0,241,1,1,10,0
1,0,0,0,0,0,0,0,0,1,0,0,0,50000.0,899.0,2.962908252314815,17.132526782407407,8304.0,1000.0,56.0,50000.0,579,1,5,15,0
1,0,0,0,1,0,0,0,0,0,0,0,0,10000.0,899.0,2.9652224189814813,23.199554652777778,4000.0,100.0,134.0,10000.0,667,1,0,12,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,837.0,2.968829502314815,17.947897962962962,5163.0,250.14,120.0,23600.0,818,1,3,9,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,899.0,2.9743280671296297,27.962008935185185,8304.0,250.0,126.0,25000.0,129,1,0,9,1
1,0,0,0,0,0,0,0,0,1,0,0,0,7000.0,899.0,2.974839305555556,46.25650087962963,1000.0,550.0,14.0,7000.0,790,1,2,13,1
1,0,0,0,0,0,1,0,0,0,0,0,0,30000.0,899.0,2.9764342708333333,3.1148143171296296,8304.0,300.0,126.0,30000.0,295,1,1,16,0
1,0,1,0,0,0,0,0,0,0,0,0,0,30000.0,844.0,2.980823622685185,8.1618421875,8304.0,450.0,77.0,30000.0,640,1,0,8,0
1,0,0,0,0,0,0,0,0,0,1,0,0,30000.0,899.0,2.9810930208333333,44.15341324074074,8304.0,400.0,103.0,34000.0,1128,1,3,13,1
0,1,0,0,1,0,0,0,0,0,0,0,0,20600.0,859.0,2.9908222453703703,64.07957159722223,361.85,216.42,120.0,20600.0,1312,1,4,10,0
0,1,0,1,0,0,0,0,0,0,0,0,0,15000.0,951.0,2.993762210648148,10.980929907407408,8304.0,250.0,69.0,15000.0,501,1,4,9,0
0,1,0,0,0,0,0,0,1,0,0,0,0,15000.0,1023.0,2.9964738541666667,11.21433707175926,8304.0,200.0,89.0,15000.0,161,1,0,13,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,869.0,2.9996997916666666,17.88382863425926,8304.0,403.81,77.0,26800.0,737,1,1,9,1
1,0,0,0,0,1,0,0,0,0,0,0,0,22000.0,899.0,3.010699236111111,10.106521666666668,2000.0,220.0,127.0,22000.0,817,1,3,12,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,979.0,3.013431354166667,9.031431157407408,15000.0,300.0,56.0,15000.0,281,1,1,15,0
1,0,0,0,0,0,0,0,0,1,0,0,0,23500.0,899.0,3.0189385069444445,9.915406168981482,3500.0,500.0,52.0,23500.0,790,1,2,12,1
1,0,1,0,0,0,0,0,0,0,0,0,0,10000.0,899.0,3.0246713310185185,7.970957384259259,8304.0,120.0,134.0,12000.0,234,1,1,9,0
1,0,1,0,0,0,0,0,0,0,0,0,0,25000.0,899.0,3.0281453935185185,30.14996923611111,8304.0,250.0,126.0,25000.0,1493,2,1,8,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,899.0,3.0330128125,53.96915289351852,8304.0,240.0,127.0,24000.0,1556,2,3,9,1
1,0,0,0,0,0,0,0,0,1,0,0,0,6000.0,899.0,3.0344821875,31.846876354166668,8304.0,100.0,72.0,6000.0,554,1,5,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,16000.0,859.0,3.036442835648148,8.95670380787037,8304.0,320.0,56.0,16000.0,241,1,1,10,0
0,1,0,0,0,0,0,0,0,1,0,0,0,15000.0,1064.0,3.037179976851852,8.200057615740741,15000.0,300.0,56.0,15000.0,737,1,1,10,1
0,1,0,0,0,0,0,0,1,0,0,0,0,10000.0,899.0,3.047435127314815,17.32161275462963,8000.0,200.0,45.0,8000.0,992,1,0,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,20000.0,899.0,3.0537177314814814,31.827751944444444,8304.0,400.0,126.0,40000.0,236,1,1,9,0
0,1,0,0,1,0,0,0,0,0,0,0,0,43000.0,899.0,3.0572073726851854,9.078646296296297,8304.0,449.75,120.0,43000.0,297,1,1,17,0
0,1,0,0,0,0,1,0,0,0,0,0,0,30000.0,899.0,3.060663738425926,31.82084483796296,8304.0,300.0,126.0,30000.0,241,1,1,10,0
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,811.0,3.069594050925926,17.19459462962963,15000.0,150.0,127.0,15000.0,1095,1,2,13,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10500.0,899.0,3.073434398148148,23.85606236111111,4000.0,200.0,61.0,10500.0,855,1,4,10,1
0,1,0,0,1,0,0,0,0,0,0,0,0,30000.0,887.0,3.0813625231481483,7.195045717592593,2500.0,300.0,126.0,30000.0,642,1,0,8,1
0,1,0,0,0,0,0,0,0,1,0,0,0,5500.0,899.0,3.0850649189814816,25.919545694444444,5500.0,474.16,12.0,5500.0,1336,1,5,9,0
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,899.0,3.089935983796296,2.0725495138888888,8800.0,172.97,60.0,8800.0,242,1,1,10,0
0,1,1,0,0,0,0,0,0,0,0,0,0,8000.0,1033.0,3.0970983564814816,7.125384548611111,8000.0,80.0,138.0,8000.0,640,1,0,8,1
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,869.0,3.109576226851852,10.90020556712963,15000.0,300.0,56.0,15000.0,816,1,3,10,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1010.0,3.1143289699074077,17.82081204861111,6000.0,303.56,21.0,6000.0,643,1,0,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,1006.0,3.1162531828703703,25.008717881944445,15000.0,200.1,90.0,15000.0,999,1,0,9,1
0,1,1,0,0,0,0,0,0,0,0,0,0,11800.0,899.0,3.121648622685185,4.127767326388889,10000.0,110.7,120.0,10000.0,515,1,4,13,1
0,1,0,0,0,0,0,1,0,0,0,0,0,7500.0,899.0,3.1253472106481484,55.75642498842593,7500.0,147.42,60.0,7500.0,241,1,1,10,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899.0,3.126836898148148,8.030506574074074,5000.0,99.68,59.0,5000.0,416,1,3,9,0
1,0,1,0,0,0,0,0,0,0,0,0,0,26000.0,899.0,3.1401469675925924,42.90582597222223,8304.0,300.0,106.0,26000.0,563,1,5,11,0
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,1021.0,3.14674900462963,16.977390763888888,8304.0,150.0,127.0,15000.0,1023,1,0,15,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899.0,3.1515760416666665,55.73015752314815,5000.0,119.02,48.0,5000.0,251,1,1,11,0
0,1,0,0,0,0,0,0,0,0,1,0,0,40000.0,920.0,3.152336226851852,17.748242002314814,40000.0,749.32,60.0,40000.0,1042,1,1,12,1
0,1,0,0,0,0,1,0,0,0,0,0,0,18000.0,899.0,3.154848761574074,55.72686350694445,8625.0,539.35,36.0,18000.0,495,1,4,9,0
0,1,0,0,1,0,0,0,0,0,0,0,0,19500.0,899.0,3.158557071759259,55.72316483796296,9380.0,554.11,38.0,19500.0,1312,1,4,10,0
0,1,0,0,1,0,0,0,0,0,0,0,0,18000.0,980.0,3.167101145833333,15.730642766203704,8304.0,400.0,56.0,20000.0,856,1,4,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,20000.0,899.0,3.173172083333333,55.70852980324074,20000.0,347.09,66.0,20000.0,175,1,0,15,0
0,1,0,0,0,0,0,0,0,1,0,0,0,20000.0,884.0,3.177824953703704,14.710735775462965,15000.0,300.0,78.0,20000.0,814,1,3,13,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,899.0,3.189007025462963,30.692382118055555,8304.0,100.0,86.0,7000.0,176,1,0,15,0
0,1,0,0,0,0,0,0,0,0,0,0,1,40000.0,899.0,3.1902638657407407,31.691116469907406,40000.0,418.37,120.0,40000.0,263,1,1,13,0
